Sample;Distance in [km];Carrier;Country pair;Lead time;Equipment;Volume yearly [m3];Customer;Domestic;Origin region;Destination region;Holiday;Driver stress level;Loading meter;Driver exp in years;Inflation rate;Pick up time;Carrier Hub Loc;Price
188;60,651;Carrier6;DE-DE;2,0217;Standard;5200;Customer1;yes;Origin_north;Dest_south;0;23;10;19;2;14pm;TR;573,9340183
189;3471,547;Carrier7;TR-DE;115,7182333;Standard;3040;Customer1;no;Origin_north;Dest_west;0;12;7;29;3;16pm;GB;2490,356605
190;1322,974;Carrier1;DE-GB;44,09913333;Standard;5360;Customer1;no;Origin_south;Dest_south;1;40;10;10;1;15pm;DE;1279,837023
191;736,616;Carrier2;DE-CZ;24,55386667;Standard;5680;Customer3;no;Origin_west;Dest_south;0;30;1;20;-1;15pm;FR;990,3700568
192;1220,147;Carrier3;DE-PL;40,67156667;Standard;2240;Customer1;no;Origin_west;Dest_south;0;25;3;36;3;15pm;PL;1186,664824
193;817,897;Carrier4;PL-DE;27,26323333;Standard;1600;Customer1;no;Origin_west;Dest_south;1;28;5;23;4;14pm;HU;953,4777119
194;245,017;Carrier5;DE-CZ;8,167233333;Standard;6160;Customer1;no;Origin_east;Dest_west;1;33;13;37;1;15pm;NL;672,2034541
195;828,932;Carrier6;DE-HU;27,63106667;Standard;1360;Customer1;no;Origin_north;Dest_north;1;27;2;37;4;16pm;TR;962,5030112
196;1474,602;Carrier7;GB-DE;49,1534;Standard;6800;Customer1;no;Origin_west;Dest_south;0;19;4;36;2;16pm;GB;1384,810345
197;2615,37419;Carrier1;TR-DE;87,17913967;Standard;4320;Customer1;no;Origin_north;Dest_north;0;38;7;6;3;16pm;DE;1985,761966
198;583,23;Carrier2;DE-DE;19,441;Mega;3520;Customer2;yes;Origin_north;Dest_west;0;15;5;29;3;16pm;FR;871,7496671
199;1015,13;Carrier3;FR-DE;33,83766667;Standard;1840;Customer1;no;Origin_east;Dest_east;1;10;0;13;1;14pm;PL;1080,510157
200;1016,856;Carrier4;FR-DE;33,8952;Standard;3600;Customer1;no;Origin_north;Dest_west;1;24;14;13;1;14pm;HU;1098,019873
201;2484,98432;Carrier5;TR-DE;82,83281067;Standard;7840;Customer1;no;Origin_north;Dest_south;1;31;8;28;4;15pm;NL;1953,456303
202;1514,849;Carrier6;GB-DE;50,49496667;Standard;2800;Customer1;no;Origin_west;Dest_north;1;39;3;21;3;14pm;TR;1375,739168
203;210,745;Carrier7;DE-DE;7,024833333;Standard;5520;Customer1;yes;Origin_north;Dest_south;0;35;6;8;4;14pm;GB;665,9301625
204;1215,561;Carrier1;DE-FR;40,5187;Standard;5200;Customer1;no;Origin_east;Dest_north;1;25;0;5;2;16pm;DE;1222,028468
205;1269,256;Carrier2;GB-DE;42,30853333;Standard;3680;Customer1;no;Origin_south;Dest_east;0;27;11;37;-1;16pm;FR;1224,521984
206;831,483;Carrier3;PL-DE;27,7161;Standard;5920;Customer1;no;Origin_east;Dest_north;0;28;11;35;2;16pm;PL;986,5313951
207;302,477;Carrier4;DE-FR;10,08256667;Standard;2880;Customer1;no;Origin_east;Dest_west;0;16;9;3;1;16pm;HU;699,9624821
208;808,9731;Carrier5;DE-HU;26,96577;Standard;1680;Customer1;no;Origin_north;Dest_south;0;39;2;36;4;16pm;NL;948,9223084
209;336,189;Carrier6;DE-DE;11,2063;Mega;3360;Customer4;yes;Origin_east;Dest_east;0;38;2;14;-1;15pm;TR;665,1556895
210;510,564;Carrier7;DE-FR;17,0188;Standard;5120;Customer1;no;Origin_south;Dest_north;0;30;1;8;1;15pm;GB;846,9246153
211;289,483;Carrier1;DE-CZ;9,649433333;Mega;2080;Customer2;no;Origin_west;Dest_east;0;29;14;40;3;15pm;DE;681,5338003
212;254,42;Carrier2;FR-DE;8,480666667;Standard;2080;Customer1;no;Origin_east;Dest_south;0;39;7;17;-1;14pm;FR;645,0764969
213;1124,757;Carrier3;PL-DE;37,4919;Mega;3680;Customer4;no;Origin_west;Dest_east;0;33;12;7;-1;16pm;PL;1085,045657
214;681,05;Carrier4;PL-DE;22,70166667;Standard;6640;Customer1;no;Origin_east;Dest_south;1;37;10;23;1;15pm;HU;910,2983551
215;504,982;Carrier5;DE-CZ;16,83273333;Standard;6960;Customer1;no;Origin_south;Dest_north;0;13;7;28;1;16pm;NL;825,6091278
216;1107,806;Carrier6;PL-DE;36,92686667;Mega;5840;Customer4;no;Origin_west;Dest_south;1;39;11;2;0;14pm;TR;1103,488874
217;1185,308;Carrier7;FR-DE;39,51026667;Standard;5760;Customer1;no;Origin_north;Dest_west;1;38;1;39;2;16pm;GB;1221,899624
218;922,194;Carrier1;DE-PL;30,7398;Standard;1280;Customer1;no;Origin_north;Dest_north;1;30;0;7;1;14pm;DE;1001,762491
219;402,914;Carrier2;DE-DE;13,43046667;Standard;1360;Customer1;yes;Origin_south;Dest_south;0;30;9;27;3;14pm;FR;724,579559
220;280,127;Carrier3;DE-DE;9,337566667;Standard;2640;Customer1;yes;Origin_north;Dest_south;1;23;0;40;0;16pm;PL;667,9864573
221;439,759;Carrier4;DE-DE;14,65863333;Standard;6080;Customer1;yes;Origin_east;Dest_north;0;33;13;26;0;15pm;HU;786,8555246
222;157,41;Carrier5;DE-DE;5,247;Mega;480;Customer2;yes;Origin_west;Dest_west;1;25;13;29;-1;15pm;NL;621,8097501
223;1178,522;Carrier6;FR-DE;39,28406667;Standard;960;Customer1;no;Origin_east;Dest_east;0;22;7;2;3;16pm;TR;1180,598825
224;879,809;Carrier7;DE-PL;29,32696667;Mega;1680;Customer5;no;Origin_north;Dest_west;0;25;3;39;3;14pm;GB;981,5054869
225;1304,855;Carrier1;GB-DE;43,49516667;Standard;7600;Customer1;no;Origin_north;Dest_north;0;21;2;18;0;16pm;DE;1267,362278
226;1406,303;Carrier2;PL-DE;46,87676667;Standard;1280;Customer1;no;Origin_north;Dest_west;1;13;9;6;4;16pm;FR;1277,130206
227;311,469;Carrier3;DE-DE;10,3823;Mega;400;Customer4;yes;Origin_south;Dest_west;1;35;12;2;2;16pm;PL;617,5086805
228;941,448;Carrier4;PL-DE;31,3816;Standard;3280;Customer1;no;Origin_east;Dest_east;1;26;0;16;4;16pm;HU;1035,298871
229;111,158;Carrier5;DE-DE;3,705266667;Mega;4560;Customer4;yes;Origin_east;Dest_south;1;21;0;16;-1;16pm;NL;541,0302667
230;1423,376;Carrier6;GB-DE;47,44586667;Standard;4720;Customer1;no;Origin_west;Dest_north;1;27;11;30;3;14pm;TR;1336,946274
231;386,769;Carrier7;DE-DE;12,8923;Standard;6080;Customer1;yes;Origin_east;Dest_east;1;24;7;31;2;14pm;GB;769,8725899
232;1308,731;Carrier1;DE-PL;43,62436667;Standard;1760;Customer1;no;Origin_south;Dest_west;1;19;0;30;0;16pm;DE;1224,925783
233;807,104;Carrier2;FR-DE;26,90346667;Mega;2160;Customer4;no;Origin_east;Dest_south;0;31;1;22;3;14pm;FR;907,1144492
234;1852,69383;Carrier3;GB-DE;61,756461;Standard;5840;Customer1;no;Origin_north;Dest_south;0;37;7;5;4;16pm;PL;1575,620236
235;672,758;Carrier4;NL-DE;22,42526667;Standard;4480;Customer1;no;Origin_west;Dest_south;1;20;9;37;2;15pm;HU;908,347231
236;452,173;Carrier5;DE-DE;15,07243333;Standard;1280;Customer1;yes;Origin_north;Dest_east;0;34;6;5;1;14pm;NL;765,2580292
237;1148,841;Carrier6;DE-FR;38,2947;Standard;880;Customer1;no;Origin_east;Dest_south;0;15;12;36;-1;14pm;TR;1176,371476
238;279,21972;Carrier7;CZ-DE;9,307324;Standard;4720;Customer1;no;Origin_north;Dest_west;1;33;1;29;2;16pm;GB;686,1822071
239;520,344;Carrier1;DE-DE;17,3448;Mega;4320;Customer4;yes;Origin_west;Dest_west;0;31;7;35;0;14pm;DE;754,49955
240;1023,09;Carrier2;FR-DE;34,103;Standard;3920;Customer1;no;Origin_north;Dest_north;1;26;8;31;4;15pm;FR;1094,933696
241;1149,159;Carrier3;DE-PL;38,3053;Standard;4720;Customer1;no;Origin_west;Dest_north;0;40;2;28;-1;16pm;PL;1163,405362
242;1580,4;Carrier4;DE-GB;52,68;Standard;3200;Customer1;no;Origin_east;Dest_west;0;21;8;40;1;14pm;HU;1424,619896
243;1275,511;Carrier5;DE-PL;42,51703333;Standard;7440;Customer1;no;Origin_north;Dest_west;1;12;7;14;2;16pm;NL;1262,768542
244;850,915;Carrier6;PL-DE;28,36383333;Mega;2800;Customer4;no;Origin_north;Dest_west;0;22;9;2;3;15pm;TR;936,4720267
245;805,702;Carrier7;NL-DE;26,85673333;Standard;4640;Customer1;no;Origin_south;Dest_south;1;16;11;34;4;15pm;GB;998,3064697
246;963,836;Carrier1;GB-DE;32,12786667;Mega;5760;Customer4;no;Origin_east;Dest_north;0;13;9;27;0;16pm;DE;1007,876546
247;1056,314;Carrier2;PL-DE;35,21046667;Standard;7120;Customer1;no;Origin_east;Dest_east;0;15;0;3;1;14pm;FR;1118,270498
248;569,116;Carrier3;CZ-DE;18,97053333;Mega;480;Customer5;no;Origin_east;Dest_south;0;30;10;2;4;15pm;PL;778,9230658
249;2329,011;Carrier4;TR-DE;77,6337;Standard;7760;Customer1;no;Origin_east;Dest_north;0;10;3;16;-1;14pm;HU;1859,757127
250;85,117;Carrier5;DE-DE;2,837233333;Mega;1200;Customer4;yes;Origin_south;Dest_east;0;20;1;21;2;16pm;NL;503,1188589
251;858,349;Carrier6;FR-DE;28,61163333;Standard;1120;Customer1;no;Origin_east;Dest_east;0;21;4;14;4;14pm;TR;999,6024668
252;677,383;Carrier7;DE-CZ;22,57943333;Standard;3440;Customer1;no;Origin_west;Dest_west;1;22;2;28;3;14pm;GB;908,2470437
253;462,623;Carrier1;DE-DE;15,42076667;Standard;3040;Customer1;yes;Origin_west;Dest_north;1;39;12;3;-1;14pm;DE;765,7202426
254;1230,336;Carrier2;DE-PL;41,0112;Standard;6160;Customer5;no;Origin_north;Dest_west;1;33;1;25;4;14pm;FR;1187,474017
255;629,159;Carrier3;DE-DE;20,97196667;Standard;5520;Customer1;yes;Origin_east;Dest_south;0;29;3;12;2;16pm;PL;886,3153838
256;892,017;Carrier4;NL-DE;29,7339;Standard;4480;Customer1;no;Origin_south;Dest_south;0;19;13;19;0;14pm;HU;1033,03905
257;2346,768;Carrier5;TR-DE;78,2256;Standard;1760;Customer1;no;Origin_north;Dest_east;1;22;2;34;4;16pm;NL;1832,98459
258;881,017;Carrier6;DE-HU;29,36723333;Standard;3200;Customer1;no;Origin_east;Dest_east;0;27;0;11;2;14pm;TR;1004,761201
259;1421,074;Carrier7;GB-DE;47,36913333;Standard;3600;Customer1;no;Origin_west;Dest_east;1;16;12;24;1;14pm;GB;1332,318901
260;178,489;Carrier1;DE-DE;5,949633333;Standard;7440;Customer1;yes;Origin_west;Dest_west;0;15;3;21;-1;16pm;DE;634,358746
261;1295,638;Carrier2;DE-PL;43,18793333;Standard;7360;Customer1;no;Origin_east;Dest_north;1;18;13;28;-1;15pm;FR;1260,421564
262;399,467;Carrier3;DE-FR;13,31556667;Standard;7360;Customer1;no;Origin_south;Dest_west;0;12;13;17;4;16pm;PL;781,5498441
263;764,51;Carrier4;DE-FR;25,48366667;Standard;4400;Customer1;no;Origin_west;Dest_east;0;13;11;26;2;14pm;HU;973,207141
264;1064,658;Carrier5;PL-DE;35,4886;Standard;2400;Customer1;no;Origin_north;Dest_east;1;21;9;32;-1;14pm;NL;1103,716229
265;2277,754;Carrier6;TR-DE;75,92513333;Standard;3680;Customer1;no;Origin_east;Dest_west;1;19;8;10;1;15pm;TR;1811,33433
266;937,356;Carrier7;DE-PL;31,2452;Standard;2400;Customer1;no;Origin_west;Dest_north;1;33;7;5;1;16pm;GB;1044,526938
267;3384,261;Carrier1;TR-DE;112,8087;Standard;2800;Customer1;no;Origin_south;Dest_south;1;19;11;3;4;14pm;DE;2412,644867
268;1090,185;Carrier2;DE-GB;36,3395;Standard;5120;Customer1;no;Origin_east;Dest_south;0;19;2;30;3;15pm;FR;1150,178649
269;1022,722;Carrier3;FR-DE;34,09073333;Standard;2960;Customer1;no;Origin_south;Dest_east;0;35;9;32;0;14pm;PL;1092,523814
270;1334,442;Carrier4;DE-GB;44,4814;Standard;6000;Customer1;no;Origin_north;Dest_east;0;35;2;34;3;14pm;HU;1303,964478
271;828,932;Carrier5;GB-DE;27,63106667;Mega;7440;Customer4;no;Origin_north;Dest_east;1;10;7;15;1;14pm;NL;960,2948813
272;2468,99705;Carrier6;TR-DE;82,29990167;Standard;1200;Customer1;no;Origin_west;Dest_south;0;36;0;32;1;16pm;TR;1903,047301
273;847,947;Carrier7;DE-HU;28,2649;Mega;3040;Customer5;no;Origin_south;Dest_south;1;20;3;37;-1;16pm;GB;963,9599734
274;1730,36253;Carrier1;DE-GB;57,678751;Standard;7600;Customer1;no;Origin_north;Dest_east;1;33;8;30;0;16pm;DE;1526,967282
275;640,567;Carrier2;DE-FR;21,35223333;Standard;3520;Customer1;no;Origin_west;Dest_south;1;26;13;36;0;16pm;FR;887,8165588
276;452,173;Carrier3;DE-DE;15,07243333;Standard;1280;Customer1;yes;Origin_north;Dest_south;0;26;1;37;4;14pm;PL;756,4369152
277;217,644;Carrier4;DE-DE;7,2548;Standard;1440;Customer3;yes;Origin_east;Dest_east;1;21;2;30;2;14pm;HU;683,6352816
278;955,633;Carrier5;DE-HU;31,85443333;Standard;4400;Customer1;no;Origin_east;Dest_south;1;40;11;15;4;14pm;NL;1051,032909
279;230,828;Carrier6;DE-DE;7,694266667;Standard;6320;Customer1;yes;Origin_west;Dest_south;1;38;13;20;0;16pm;TR;678,4845599
280;436,051;Carrier7;DE-DE;14,53503333;Mega;5360;Customer5;yes;Origin_south;Dest_south;0;19;0;24;1;14pm;GB;767,674519
281;3015,879;Carrier1;TR-DE;100,5293;Standard;4640;Customer1;no;Origin_east;Dest_north;1;28;8;24;-1;14pm;DE;2215,775318
282;931,075;Carrier2;PL-DE;31,03583333;Standard;6240;Customer1;no;Origin_north;Dest_south;0;40;2;27;0;16pm;FR;1040,994661
283;1271,157;Carrier3;DE-FR;42,3719;Standard;3520;Customer1;no;Origin_south;Dest_west;0;24;6;31;0;15pm;PL;1250,916805
284;1179,318;Carrier4;DE-GB;39,3106;Standard;720;Customer1;no;Origin_west;Dest_west;0;18;3;23;0;14pm;HU;1179,407872
285;92,31183;Carrier5;DE-DE;3,077061;Mega;4240;Customer5;yes;Origin_east;Dest_east;0;21;4;3;-1;15pm;NL;555,6168709
286;935,054;Carrier6;DE-HU;31,16846667;Standard;3760;Customer1;no;Origin_north;Dest_north;1;27;3;16;2;16pm;TR;1039,380706
287;422,438;Carrier7;CZ-DE;14,08126667;Mega;4800;Customer5;no;Origin_north;Dest_south;0;29;8;10;2;15pm;GB;742,8295134
288;519,553;Carrier1;DE-DE;17,31843333;Standard;4080;Customer1;yes;Origin_north;Dest_north;1;27;1;38;1;14pm;DE;805,2536833
289;1031,082;Carrier2;DE-PL;34,3694;Standard;4080;Customer1;no;Origin_north;Dest_east;1;30;5;15;3;14pm;FR;1087,386417
290;801,413;Carrier3;DE-CZ;26,71376667;Standard;7920;Customer3;no;Origin_west;Dest_east;0;31;3;12;4;16pm;PL;1047,045706
291;497,844;Carrier4;DE-DE;16,5948;Standard;5760;Customer1;yes;Origin_west;Dest_north;1;30;13;18;1;14pm;HU;817,6804487
292;1070,226;Carrier5;PL-DE;35,6742;Standard;6240;Customer1;no;Origin_south;Dest_east;1;30;7;2;4;16pm;NL;1133,323836
293;896,825;Carrier6;FR-DE;29,89416667;Standard;6000;Customer1;no;Origin_north;Dest_east;1;39;3;40;-1;15pm;TR;1055,084044
294;885,182;Carrier7;DE-PL;29,50606667;Mega;3120;Customer5;no;Origin_north;Dest_west;0;20;6;14;-1;16pm;GB;994,5145624
295;384,383;Carrier1;DE-DE;12,81276667;Standard;6800;Customer1;yes;Origin_west;Dest_south;1;21;0;27;3;14pm;DE;747,0602863
296;770,438;Carrier2;DE-FR;25,68126667;Standard;3840;Customer1;no;Origin_west;Dest_north;1;24;3;39;2;16pm;FR;963,9169714
297;750,303;Carrier3;PL-DE;25,0101;Standard;5280;Customer5;no;Origin_east;Dest_east;1;21;10;9;0;16pm;PL;908,4124324
298;969,438;Carrier4;DE-FR;32,3146;Standard;4640;Customer1;no;Origin_north;Dest_west;0;35;11;12;2;16pm;HU;1091,404821
299;1364,563;Carrier5;GB-DE;45,48543333;Standard;1920;Customer1;no;Origin_west;Dest_north;0;30;10;29;0;14pm;NL;1279,816592
300;511,087;Carrier6;DE-DE;17,03623333;Standard;5440;Customer1;yes;Origin_south;Dest_south;0;38;10;36;3;15pm;TR;831,8089458
301;967,652;Carrier7;PL-DE;32,25506667;Standard;4160;Customer1;no;Origin_south;Dest_east;0;33;3;11;3;15pm;GB;1069,473368
302;673,009;Carrier1;DE-CZ;22,43363333;Standard;7200;Customer3;no;Origin_west;Dest_west;1;29;0;19;2;15pm;DE;960,2337126
303;446,589;Carrier2;DE-DE;14,8863;Standard;480;Customer1;yes;Origin_east;Dest_north;0;28;4;8;3;15pm;FR;743,3850481
304;492,704;Carrier3;FR-DE;16,42346667;Standard;3520;Customer1;no;Origin_south;Dest_east;0;14;2;9;1;15pm;PL;794,9133249
305;756,72;Carrier4;NL-DE;25,224;Standard;2320;Customer1;no;Origin_south;Dest_east;1;13;3;20;1;14pm;HU;941,2641396
306;1006,17426;Carrier5;DE-HU;33,539142;Standard;7440;Customer1;no;Origin_west;Dest_east;1;17;3;2;4;16pm;NL;1100,753003
307;744,703;Carrier6;NL-DE;24,82343333;Standard;5680;Customer1;no;Origin_south;Dest_west;1;32;2;16;0;14pm;TR;966,3407102
308;479,768;Carrier7;CZ-DE;15,99226667;Standard;4160;Customer1;no;Origin_south;Dest_south;1;24;6;36;0;16pm;GB;796,4022809
309;991,645;Carrier1;DE-HU;33,05483333;Standard;5600;Customer3;no;Origin_north;Dest_south;0;30;3;31;3;16pm;DE;1117,252671
310;2836,254;Carrier2;TR-DE;94,5418;Standard;1600;Customer1;no;Origin_north;Dest_west;0;17;0;22;3;14pm;FR;2097,094348
311;558,159;Carrier3;CZ-DE;18,6053;Standard;4240;Customer1;no;Origin_north;Dest_north;1;20;9;18;3;14pm;PL;823,8947147
312;700,722;Carrier4;DE-PL;23,3574;Standard;4880;Customer1;no;Origin_east;Dest_west;0;24;1;10;3;14pm;HU;913,7704196
313;272,223;Carrier5;DE-DE;9,0741;Standard;5600;Customer1;yes;Origin_east;Dest_east;1;31;1;33;4;16pm;NL;692,6490889
314;313,779;Carrier6;DE-DE;10,4593;Standard;2320;Customer1;yes;Origin_north;Dest_south;1;19;7;16;1;15pm;TR;698,0750724
315;1263,807;Carrier7;DE-GB;42,1269;Standard;7760;Customer1;no;Origin_south;Dest_west;0;36;14;36;3;15pm;GB;1289,134429
316;593,896;Carrier1;DE-HU;19,79653333;Standard;800;Customer1;no;Origin_west;Dest_south;1;13;8;4;2;15pm;DE;802,9418544
317;273,392;Carrier2;FR-DE;9,113066667;Mega;3200;Customer2;no;Origin_west;Dest_south;0;25;11;21;2;14pm;FR;693,3055455
318;1125,535;Carrier3;DE-GB;37,51783333;Standard;6320;Customer1;no;Origin_west;Dest_west;1;15;8;2;3;14pm;PL;1182,960618
319;891,99;Carrier4;PL-DE;29,733;Mega;4960;Customer5;no;Origin_south;Dest_west;1;16;8;14;2;16pm;HU;993,4093285
320;919,121;Carrier5;DE-HU;30,63736667;Standard;4960;Customer1;no;Origin_west;Dest_east;1;17;13;21;1;14pm;NL;1034,156514
321;430,291;Carrier6;CZ-DE;14,34303333;Standard;5360;Customer1;no;Origin_west;Dest_south;1;22;1;9;3;16pm;TR;772,0880419
322;1063,316;Carrier7;PL-DE;35,44386667;Mega;4400;Customer4;no;Origin_south;Dest_west;0;34;5;39;1;15pm;GB;1072,677896
323;155,18;Carrier1;DE-DE;5,172666667;Standard;4720;Customer1;yes;Origin_north;Dest_east;1;35;1;7;3;16pm;DE;602,3673619
324;889,873;Carrier2;FR-DE;29,66243333;Standard;640;Customer1;no;Origin_east;Dest_north;0;17;7;33;-1;15pm;FR;996,6188268
325;1187,092;Carrier3;GB-DE;39,56973333;Standard;4960;Customer1;no;Origin_north;Dest_south;0;35;6;40;4;16pm;PL;1190,987494
326;615,307;Carrier4;DE-DE;20,51023333;Standard;2960;Customer1;yes;Origin_south;Dest_east;1;26;13;7;2;16pm;HU;865,2040708
327;1668,96795;Carrier5;GB-DE;55,632265;Standard;7680;Customer1;no;Origin_east;Dest_east;1;37;2;27;0;15pm;NL;1492,597252
328;945,01;Carrier6;DE-PL;31,50033333;Standard;6080;Customer1;no;Origin_south;Dest_west;1;35;6;17;2;16pm;TR;1069,808418
329;827,417;Carrier7;DE-HU;27,58056667;Standard;720;Customer1;no;Origin_east;Dest_east;1;15;7;20;-1;14pm;GB;961,6520005
330;1368,676;Carrier1;DE-GB;45,62253333;Standard;4800;Customer1;no;Origin_south;Dest_west;0;35;0;28;2;16pm;DE;1301,973534
331;616,839;Carrier2;CZ-DE;20,5613;Mega;1200;Customer4;no;Origin_south;Dest_north;1;29;2;4;4;16pm;FR;779,0861483
332;221,665;Carrier3;FR-DE;7,388833333;Standard;6880;Customer1;no;Origin_west;Dest_south;0;27;3;36;2;16pm;PL;663,8960817
333;326,975;Carrier4;DE-DE;10,89916667;Standard;6400;Customer1;yes;Origin_west;Dest_south;1;26;2;14;3;16pm;HU;724,8920223
334;1476,331;Carrier5;GB-DE;49,21103333;Standard;1760;Customer1;no;Origin_north;Dest_south;1;28;4;15;3;15pm;NL;1342,300674
335;460,123;Carrier6;FR-DE;15,33743333;Standard;4000;Customer1;no;Origin_north;Dest_east;0;39;13;28;3;14pm;TR;792,9065358
336;1124,709;Carrier7;DE-PL;37,4903;Standard;4320;Customer1;no;Origin_west;Dest_west;0;35;1;12;2;16pm;GB;1164,29448
337;2480,062;Carrier1;TR-DE;82,66873333;Standard;7280;Customer1;no;Origin_west;Dest_west;0;40;7;27;0;16pm;DE;1929,156304
338;1274,674;Carrier2;DE-FR;42,48913333;Standard;4400;Customer1;no;Origin_north;Dest_west;0;27;5;39;3;14pm;FR;1254,565988
339;1025,997;Carrier3;DE-PL;34,1999;Standard;4480;Customer1;no;Origin_east;Dest_east;0;20;5;33;0;15pm;PL;1091,643179
340;1313,566;Carrier4;FR-DE;43,78553333;Standard;3840;Customer1;no;Origin_west;Dest_south;1;36;6;9;0;16pm;HU;1268,430318
341;1543,278;Carrier5;DE-GB;51,4426;Standard;6640;Customer1;no;Origin_south;Dest_south;1;27;8;8;1;15pm;NL;1431,554954
342;1121,647;Carrier6;FR-DE;37,38823333;Standard;2640;Customer1;no;Origin_north;Dest_east;1;20;9;2;-1;14pm;TR;1159,822352
343;708,78;Carrier7;PL-DE;23,626;Standard;1520;Customer1;no;Origin_west;Dest_north;1;21;5;34;2;15pm;GB;904,0906599
344;1099,09046;Carrier1;DE-HU;36,63634867;Mega;7360;Customer5;no;Origin_south;Dest_west;0;29;10;30;4;16pm;DE;1110,101934
345;326,275;Carrier2;DE-DE;10,87583333;Mega;4080;Customer5;yes;Origin_south;Dest_west;0;38;1;13;3;15pm;FR;674,4010679
346;730,822;Carrier3;PL-DE;24,36073333;Standard;6640;Customer1;no;Origin_west;Dest_south;1;10;9;16;2;15pm;PL;934,2204688
347;275,52;Carrier4;DE-DE;9,184;Standard;1760;Customer1;yes;Origin_west;Dest_east;1;34;5;20;-1;15pm;HU;663,6897742
348;469,659;Carrier5;DE-CZ;15,6553;Standard;5280;Customer1;no;Origin_south;Dest_west;0;15;13;37;-1;16pm;NL;793,945643
349;562,5984;Carrier6;DE-CZ;18,75328;Standard;2080;Customer1;no;Origin_south;Dest_west;0;24;8;8;0;16pm;TR;829,1471851
350;484,452;Carrier7;DE-DE;16,1484;Mega;6400;Customer4;yes;Origin_south;Dest_west;1;27;2;40;-1;16pm;GB;774,809852
351;922,765;Carrier1;PL-DE;30,75883333;Mega;4480;Customer5;no;Origin_east;Dest_north;1;34;2;38;-1;15pm;DE;994,387382
352;966,497;Carrier2;PL-DE;32,21656667;Standard;7840;Customer1;no;Origin_east;Dest_south;1;33;11;28;2;15pm;FR;1072,11902
353;1218,276;Carrier3;DE-FR;40,6092;Standard;7840;Customer1;no;Origin_south;Dest_east;0;33;4;15;0;15pm;PL;1250,582113
354;1352,607;Carrier4;FR-DE;45,0869;Standard;2000;Customer1;no;Origin_south;Dest_north;1;38;6;2;1;15pm;HU;1277,971161
355;726,053;Carrier5;PL-DE;24,20176667;Mega;560;Customer5;no;Origin_north;Dest_north;0;38;9;27;4;14pm;NL;873,1251753
356;381,055;Carrier6;DE-DE;12,70183333;Mega;4160;Customer5;yes;Origin_north;Dest_south;0;24;0;19;4;16pm;TR;723,7203108
357;44,942;Carrier7;DE-DE;1,498066667;Mega;3760;Customer2;yes;Origin_north;Dest_east;0;20;11;6;-1;14pm;GB;589,2469631
358;801,291;Carrier1;NL-DE;26,7097;Standard;2640;Customer1;no;Origin_east;Dest_east;0;20;3;3;3;14pm;DE;955,5832216
359;171,911;Carrier2;DE-DE;5,730366667;Standard;7920;Customer1;yes;Origin_east;Dest_north;0;16;7;11;0;15pm;FR;638,3244514
360;441,556;Carrier3;DE-DE;14,71853333;Standard;3120;Customer1;yes;Origin_east;Dest_south;1;13;10;38;-1;15pm;PL;763,087781
361;123,819;Carrier4;DE-DE;4,1273;Standard;1200;Customer1;yes;Origin_south;Dest_north;1;29;8;15;0;14pm;HU;573,577458
362;1485,407;Carrier5;DE-GB;49,51356667;Standard;2000;Customer1;no;Origin_north;Dest_east;0;17;3;22;0;15pm;NL;1366,69463
363;1201,604;Carrier6;GB-DE;40,05346667;Standard;6800;Customer1;no;Origin_east;Dest_south;0;19;4;18;4;14pm;TR;1225,132585
364;1016,866;Carrier7;FR-DE;33,89553333;Standard;3680;Customer1;no;Origin_east;Dest_east;1;30;10;5;2;16pm;GB;1111,771669
365;640,639;Carrier1;DE-CZ;21,35463333;Mega;1040;Customer2;no;Origin_east;Dest_east;1;27;13;13;3;15pm;DE;874,1010313
366;33,234;Carrier2;DE-DE;1,1078;Mega;5920;Customer4;yes;Origin_east;Dest_south;0;15;0;9;3;16pm;FR;492,8312808
367;512,402;Carrier3;FR-DE;17,08006667;Standard;5760;Customer1;no;Origin_north;Dest_east;1;29;2;4;2;15pm;PL;821,5215249
368;79,039;Carrier4;DE-DE;2,634633333;Standard;4480;Customer1;yes;Origin_north;Dest_north;0;13;7;10;-1;16pm;HU;570,650065
369;767,38;Carrier5;CZ-DE;25,57933333;Standard;2960;Customer1;no;Origin_west;Dest_north;0;31;3;16;1;15pm;NL;942,8946117
370;754,468;Carrier6;DE-HU;25,14893333;Standard;5040;Customer1;no;Origin_east;Dest_west;1;29;4;21;1;16pm;TR;945,4676721
371;780,044;Carrier7;DE-PL;26,00146667;Standard;1040;Customer1;no;Origin_west;Dest_south;1;28;12;3;0;16pm;GB;945,7016157
372;300,346;Carrier1;DE-DE;10,01153333;Standard;7680;Customer1;yes;Origin_west;Dest_west;1;23;9;29;2;16pm;DE;705,3342315
373;823,286;Carrier2;CZ-DE;27,44286667;Mega;7360;Customer4;no;Origin_south;Dest_west;1;31;2;3;1;14pm;FR;938,9273214
